Date,Close/Last,Volume,Open,High,Low
06/22/2023,$377.80,1934457,$375.11,$378.48,$373.946
06/21/2023,$376.14,2301314,$373.96,$378.39,$373.66
06/20/2023,$374.62,3961765,$375.01,$379.51,$373.75
06/16/2023,$376.53,5882364,$381.61,$382.90,$376.16
06/15/2023,$379.04,2558125,$373.27,$379.57,$370.52
06/14/2023,$374.76,2775463,$372.93,$378.08,$372.02
06/13/2023,$371.38,2444151,$375.31,$377.18,$369.81
06/12/2023,$375.31,2407762,$370.67,$375.97,$369.94
06/09/2023,$369.22,2202370,$370.46,$372.105,$367.76
06/08/2023,$367.59,2595273,$369.36,$369.77,$365.845
06/07/2023,$371.39,3714519,$379.29,$380.50,$368.26
06/06/2023,$379.96,2758722,$372.95,$380.38,$371.805
06/05/2023,$370.52,2316299,$372.75,$372.795,$368.53
06/02/2023,$373.73,2501459,$374.59,$375.82,$372.15
06/01/2023,$370.88,3389808,$367.16,$371.09,$366.05
05/31/2023,$365.02,10695410,$365.00,$365.70,$357.85
05/30/2023,$367.50,3430234,$376.28,$376.63,$366.20
05/26/2023,$374.37,2691345,$371.00,$375.68,$370.05
05/25/2023,$370.04,3752240,$367.91,$370.99,$364.91
05/24/2023,$368.50,2655686,$369.37,$369.61,$365.58
05/23/2023,$373.75,3979249,$381.52,$382.03,$370.44
05/22/2023,$384.53,1808828,$384.99,$387.37,$384.18
05/19/2023,$385.57,3369116,$392.00,$392.20,$385.14
05/18/2023,$392.02,3729697,$387.11,$392.02,$385.81
05/17/2023,$387.00,3260404,$382.20,$387.52,$379.13
05/16/2023,$380.24,2762816,$382.60,$383.60,$377.3172
05/15/2023,$383.41,1957649,$381.87,$383.66,$380.525
05/12/2023,$381.92,2044079,$384.49,$385.021,$378.80
05/11/2023,$383.39,1901218,$382.21,$385.72,$379.26
05/10/2023,$382.54,1940761,$385.99,$386.755,$377.65
05/09/2023,$382.94,2036429,$383.88,$386.17,$382.70
05/08/2023,$385.51,1719712,$384.01,$387.46,$383.77
05/05/2023,$384.66,2683136,$380.57,$385.15,$378.24
05/04/2023,$376.12,2814954,$374.50,$376.85,$372.14
05/03/2023,$374.90,1970904,$376.67,$379.55,$374.33
05/02/2023,$376.03,2478715,$377.77,$378.84,$370.94
05/01/2023,$379.86,1745122,$380.49,$382.455,$378.96
04/28/2023,$380.03,3107278,$372.53,$381.93,$371.51
04/27/2023,$373.67,3859931,$366.58,$374.98,$361.00
04/26/2023,$366.76,2594201,$369.64,$372.215,$366.09
04/25/2023,$368.53,2244992,$373.50,$374.58,$368.3198
04/24/2023,$374.73,1886286,$375.15,$377.64,$373.62
04/21/2023,$375.24,3537820,$375.72,$377.425,$373.26
04/20/2023,$375.00,2125035,$371.45,$375.19,$369.69
04/19/2023,$372.80,1795447,$372.99,$374.15,$371.155
04/18/2023,$372.32,2087976,$373.95,$373.95,$369.96
04/17/2023,$372.76,2432924,$373.36,$374.10,$368.39
04/14/2023,$372.43,2254716,$370.00,$373.39,$369.11
04/13/2023,$369.65,2611866,$363.82,$369.75,$363.3887
04/12/2023,$361.78,2268779,$366.08,$368.60,$361.025
04/11/2023,$364.13,3033867,$363.42,$365.19,$361.16
04/10/2023,$360.14,1559126,$359.71,$360.93,$357.58
04/06/2023,$361.47,2357712,$361.21,$362.035,$355.97
04/05/2023,$363.79,2239771,$363.48,$365.13,$361.61
04/04/2023,$363.90,2198730,$366.80,$369.12,$363.38
04/03/2023,$366.47,2978067,$362.61,$366.66,$361.75
03/31/2023,$363.41,3376796,$361.13,$363.65,$360.38
03/30/2023,$359.26,2480656,$360.95,$362.59,$358.24
03/29/2023,$359.53,2327006,$357.38,$360.025,$355.82
03/28/2023,$354.33,1695997,$355.56,$355.90,$352.8014
03/27/2023,$354.62,2420474,$355.57,$357.89,$354.28
03/24/2023,$351.63,2971590,$350.45,$352.42,$346.31
03/23/2023,$354.37,2598053,$352.41,$359.855,$351.84
03/22/2023,$351.03,2596388,$354.61,$360.00,$351.03
03/21/2023,$354.57,3766785,$354.37,$356.20,$350.83
03/20/2023,$349.32,3864278,$348.00,$353.835,$347.34
03/17/2023,$349.66,8426918,$350.25,$351.94,$346.86
03/16/2023,$348.00,3768216,$346.62,$348.69,$340.28
03/15/2023,$348.08,3082755,$346.05,$348.395,$343.64
03/14/2023,$352.82,3413323,$351.00,$356.11,$348.56
03/13/2023,$344.71,3308396,$343.63,$349.86,$340.21
03/10/2023,$347.11,3176505,$352.41,$353.05,$345.23
03/09/2023,$354.44,2414831,$359.25,$364.015,$353.91
03/08/2023,$359.03,1634442,$358.61,$361.695,$357.28
03/07/2023,$359.94,1660771,$367.17,$369.15,$359.5545
03/06/2023,$366.93,2789640,$361.82,$368.53,$361.26
03/03/2023,$361.50,2174952,$358.12,$361.69,$357.09
03/02/2023,$355.57,2526001,$353.63,$356.62,$351.69
03/01/2023,$353.50,1968084,$354.00,$355.31,$349.39
02/28/2023,$355.29,2733091,$354.81,$357.7954,$353.24
02/27/2023,$355.48,2200873,$355.64,$358.03,$354.82
02/24/2023,$353.12,2016148,$350.82,$354.00,$349.59
02/23/2023,$355.53,1975505,$357.74,$357.74,$351.66
02/22/2023,$354.97,2109544,$355.36,$357.74,$353.21
02/21/2023,$355.96,2730919,$356.76,$361.77,$355.19
02/17/2023,$361.13,2719130,$364.06,$366.70,$359.80
02/16/2023,$367.55,2792721,$364.90,$373.08,$364.90
02/15/2023,$369.64,2203417,$366.28,$369.80,$365.01
02/14/2023,$369.96,1841422,$369.58,$373.41,$367.73
02/13/2023,$370.83,2286551,$368.56,$371.14,$367.07
02/10/2023,$366.83,2270717,$369.64,$370.25,$362.92
02/09/2023,$370.42,2287602,$373.30,$374.57,$369.25
02/08/2023,$370.35,2193818,$373.17,$375.79,$370.14
02/07/2023,$375.06,2309176,$371.51,$377.07,$368.84
02/06/2023,$372.97,2068357,$370.00,$374.33,$369.05
02/03/2023,$373.91,2739672,$370.80,$378.22,$370.49
02/02/2023,$374.94,2761579,$379.52,$380.47,$372.80
02/01/2023,$374.08,2951854,$368.57,$376.78,$367.00
01/31/2023,$370.60,3137379,$369.99,$372.48,$367.02
01/30/2023,$371.12,2688806,$369.46,$373.74,$369.40
01/27/2023,$374.03,3405833,$376.19,$380.52,$373.38
01/26/2023,$377.24,3718355,$383.41,$384.11,$373.00
01/25/2023,$382.39,3501927,$375.10,$382.56,$375.10
01/24/2023,$380.01,2756242,$390.00,$390.00,$349.00
01/23/2023,$378.57,2743884,$376.74,$381.38,$376.36
01/20/2023,$376.28,3863414,$370.23,$376.62,$369.40
01/19/2023,$367.94,3111242,$364.60,$370.80,$363.60
01/18/2023,$368.92,2747128,$374.51,$375.81,$368.50
01/17/2023,$375.00,2814656,$375.00,$378.325,$373.975
01/13/2023,$375.52,4261049,$375.06,$377.87,$374.31
01/12/2023,$379.81,3291386,$377.86,$381.125,$376.92
01/11/2023,$377.86,3370200,$372.62,$377.92,$371.26
01/10/2023,$371.01,3485924,$368.81,$371.68,$367.2104
01/09/2023,$370.97,3913658,$371.63,$375.00,$369.56
01/06/2023,$367.67,4432804,$357.31,$368.72,$355.32
01/05/2023,$351.77,2608546,$356.12,$357.56,$351.27
01/04/2023,$355.15,2661005,$351.39,$356.98,$349.69
01/03/2023,$346.80,2933755,$349.96,$354.66,$343.94
12/30/2022,$347.73,1617719,$345.33,$347.90,$343.6213
12/29/2022,$348.21,1459793,$344.38,$349.72,$343.54
12/28/2022,$341.95,1854082,$346.55,$349.51,$341.78
12/27/2022,$346.16,1637700,$344.10,$346.91,$341.81
12/23/2022,$343.60,1914737,$339.02,$344.54,$337.69
