Date,Close/Last,Volume,Open,High,Low
06/22/2023,$27.96,50742900,$28.50,$28.53,$27.90
06/21/2023,$28.57,39553440,$28.78,$29.00,$28.54
06/20/2023,$28.87,39040910,$29.01,$29.04,$28.58
06/16/2023,$29.19,53050200,$29.53,$29.675,$29.16
06/15/2023,$29.37,42044890,$28.90,$29.47,$28.69
06/14/2023,$29.12,38322770,$29.57,$29.73,$28.99
06/13/2023,$29.40,42718760,$29.13,$29.80,$29.03
06/12/2023,$29.13,41062820,$29.30,$29.56,$28.91
06/09/2023,$29.27,32692010,$29.20,$29.40,$29.08
06/08/2023,$29.23,41483100,$29.28,$29.38,$28.99
06/07/2023,$29.48,44502590,$29.30,$29.65,$29.01
06/06/2023,$29.23,46297870,$28.46,$29.43,$28.45
06/05/2023,$28.54,34757750,$28.82,$28.71,$28.30
06/02/2023,$28.71,66578060,$28.16,$28.95,$28.12
06/01/2023,$27.78,57426130,$27.76,$27.98,$27.34
05/31/2023,$27.79,61905180,$28.10,$28.16,$27.48
05/30/2023,$28.26,41819580,$28.32,$28.49,$27.95
05/26/2023,$28.31,57879080,$28.20,$28.40,$27.79
05/25/2023,$28.17,40517780,$27.99,$28.24,$27.875
05/24/2023,$28.10,50606890,$28.33,$28.51,$28.00
05/23/2023,$28.58,51400420,$28.32,$29.08,$28.30
05/22/2023,$28.34,36473660,$28.30,$28.4473,$28.01
05/19/2023,$28.11,50062480,$28.455,$28.67,$28.03
05/18/2023,$28.47,51146050,$28.44,$28.50,$28.00
05/17/2023,$28.57,61750410,$27.735,$28.665,$27.73
05/16/2023,$27.36,33347550,$27.78,$27.90,$27.33
05/15/2023,$27.65,38722800,$27.10,$27.815,$27.03
05/12/2023,$27.09,38142000,$27.52,$27.55,$26.88
05/11/2023,$27.39,34897270,$27.01,$27.49,$26.88
05/10/2023,$27.32,44446440,$27.96,$28.00,$27.02
05/09/2023,$27.66,32188820,$27.42,$27.83,$27.24
05/08/2023,$27.69,34245450,$28.08,$28.15,$27.66
05/05/2023,$27.71,50087050,$27.62,$27.89,$27.47
05/04/2023,$26.99,82173810,$27.58,$27.8101,$26.8328
05/03/2023,$27.86,51139530,$28.16,$28.50,$27.81
05/02/2023,$28.16,70797720,$28.85,$28.855,$27.71
05/01/2023,$29.04,34076800,$29.50,$29.54,$29.00
04/28/2023,$29.28,45592450,$28.53,$29.43,$28.51
04/27/2023,$28.89,33060080,$28.52,$29.08,$28.52
04/26/2023,$28.44,45848400,$28.76,$28.94,$28.30
04/25/2023,$28.84,49718810,$29.45,$29.533,$28.815
04/24/2023,$29.76,28020280,$29.79,$29.90,$29.59
04/21/2023,$29.87,44759020,$29.75,$29.975,$29.405
04/20/2023,$29.90,43193780,$29.84,$30.23,$29.77
04/19/2023,$30.06,65594190,$30.13,$30.20,$29.79
04/18/2023,$30.56,114498800,$30.80,$30.93,$29.80
04/17/2023,$30.37,83704410,$29.77,$30.41,$29.40
04/14/2023,$29.52,81110830,$29.30,$29.87,$29.2499
04/13/2023,$28.56,52261420,$28.56,$28.64,$28.24
04/12/2023,$28.48,44313340,$28.68,$29.01,$28.37
04/11/2023,$28.71,58761190,$28.02,$28.75,$27.9577
04/10/2023,$27.94,40572740,$27.67,$28.10,$27.645
04/06/2023,$27.84,41216580,$27.72,$28.01,$27.62
04/05/2023,$27.64,47799350,$27.66,$27.91,$27.46
04/04/2023,$27.98,56233300,$28.55,$28.65,$27.66
04/03/2023,$28.59,51996800,$28.64,$28.98,$28.325
03/31/2023,$28.60,56482080,$28.62,$28.68,$28.2625
03/30/2023,$28.30,67427130,$28.92,$29.06,$28.11
03/29/2023,$28.67,62666370,$28.49,$28.765,$28.24
03/28/2023,$28.12,63416520,$28.38,$28.65,$27.9801
03/27/2023,$28.49,102469800,$27.93,$28.645,$27.91
03/24/2023,$27.14,96978310,$26.60,$27.29,$26.32
03/23/2023,$26.97,105335900,$28.00,$28.09,$26.79
03/22/2023,$27.64,76925880,$28.71,$28.74,$27.64
03/21/2023,$28.59,84854840,$28.63,$28.98,$28.51
03/20/2023,$27.75,81441230,$28.24,$28.43,$27.65
03/17/2023,$27.82,130665500,$28.655,$28.66,$27.62
03/16/2023,$28.97,108449500,$28.38,$29.47,$28.1134
03/15/2023,$28.49,131104400,$27.88,$28.56,$27.68
03/14/2023,$28.76,154255800,$29.99,$30.09,$28.47
03/13/2023,$28.51,218403300,$28.92,$29.715,$27.87
03/10/2023,$30.27,165330900,$30.32,$31.04,$28.92
03/09/2023,$30.54,112457900,$32.285,$32.39,$30.31
03/08/2023,$32.56,40045600,$32.66,$32.97,$32.44
